L,R,F,M,C
1.6266546859994306,-1.5111264272345466,2.8759090413693955,2.6295637838616353,3.739730320451016
1.5607897250262617,-1.0772944517672753,3.2578094436990837,3.015587453360766,1.2044746007420433
1.3829868116996575,-2.064292577450718,2.8759090413693955,2.624114044412441,3.652050738072423
1.2361658679635326,-2.064292577450718,2.0446636789748163,3.2657288804546125,0.022109004562789376
0.43870734796311284,0.19020934635315892,1.309408218022789,3.0131031597529137,1.1668008678456885
1.588521818816849,-0.5846990673656638,1.2623734224803236,2.8666326400995445,1.9722390438112722
1.3774962692407422,0.2890743225098765,2.20791795130495,2.575177897508517,3.994381842040941
1.1383703798763865,-2.537114467344698,3.5398594515147277,3.0519875789727613,0.9093562438891427
0.6491300600893759,-0.5846990673656638,2.686875121123866,2.573834734502529,3.816780570380068
1.3631325061374109,-2.260531392236612,2.912811447203701,2.553122006586988,3.9751602782837265
-0.09688782488833377,-2.064292577450718,1.6996656824794334,2.923479977592609,1.4939740380286377
1.2156176504090748,-2.064292577450718,2.8759090413693955,2.5737233015830547,3.6431225985183766
0.22495076216704168,-1.209735607494255,2.01941572406839,3.16292401768706,0.23275463638888383
1.622409602168631,-0.5108824912663946,2.20791795130495,2.704110573214586,2.626612931523
-0.04544339095484326,-0.8710972441232924,1.1090713530107283,2.8440550130538744,1.6609355667489862
-1.098714445915443,-2.537114467344698,3.050016180186396,2.8550690447068465,1.5879587693325545
1.316972311419475,-1.5914706875567382,3.2847596466728524,2.570605015200541,3.422334812856543
1.597180891437104,-2.260531392236612,3.0171584107732103,2.5383229461760486,3.6539506742530374
0.141750572015874,0.8921045091951683,2.5141382740904126,3.0081648090314426,0.7653739861017368
0.8762600013642678,-2.537114467344698,3.6945968695244202,3.078917673326329,0.4371677553889195
-0.6789576696671278,-1.9120779272161068,2.7715620777998873,2.5125106582075443,3.7951912833906576
1.2439536716772235,-1.3148876124486524,1.4810195524798788,2.9721214083483707,0.9023314873052116
0.9942580486963474,-2.537114467344698,2.0693910202146806,2.4964556610203505,3.703604789384994
1.1002708179530922,-2.537114467344698,2.479872126873443,2.5351622981526454,3.386313613249899
1.6228818318957332,-1.9120779272161068,3.060771710237019,2.9959150968641164,0.5764392552182717
1.0040003963350161,-0.8710972441232924,2.497127583742082,2.5078811100916862,3.4163495249181737
0.9561176446675775,-1.9120779272161068,3.2115012362200988,2.939103143442304,0.787181548183445
1.6110342880799835,-1.1186487976627582,2.22952634784244,2.660742900757038,2.2893034654282545
1.597180891437104,-0.9014194714616208,2.6114267501721287,2.988464680545699,0.5264606725919506
1.586591232361591,-1.1186487976627582,2.479872126873443,2.4751248025252024,3.5537182081512717
1.6294785292607104,-2.537114467344698,2.626900946316565,2.540558893456252,3.055352610195813
0.18388865933978704,-1.6825574973882347,2.729965992541039,2.8510510388978862,1.1675081069779614
-0.26495122326357284,-1.1626729622140413,2.8883364433792,2.9402589173910916,0.6831693996001132
0.19769284988386177,-1.5111264272345466,1.5203422085041485,2.723288606321397,1.8106183774553102
1.498755871795352,-0.966434147428147,2.74399227596858,2.4258654359872502,3.8002037190376847
1.0116139081084508,0.051932162040481164,1.595318718909925,2.828440669836871,1.2032115870302509
0.14766952725880184,-0.966434147428147,1.6658822213475022,2.7592184653875242,1.5755072233783478
0.009564813429435503,-2.537114467344698,3.744056809598281,3.2330539150740236,-0.5452250173502189
0.7127362278815694,-1.5914706875567382,1.5203422085041485,2.837163134777162,1.1161204023656166
-1.1856641792063023,-0.18374756738410353,0.9332595464410396,2.9653332878535923,0.48699655100792566
0.43278039411392405,-0.966434147428147,2.40825481631701,2.551413444095537,2.7761494883160998
-0.6437834730407794,-1.9120779272161068,3.4111115131686796,3.00738632476589,0.2853457613946868
1.0095410678763463,-1.209735607494255,2.351587570898728,2.590181899937309,2.49407307631901
0.031305925075671245,-0.5467927715874433,1.7325234518926198,2.9649968515017795,0.45628285164819166
0.10577192770685417,-0.8710972441232924,1.1623793985796662,2.7608600151279905,1.46106948590269
-1.8956085088267598,-0.6898510723200612,1.2134183165802368,2.7540338967452334,1.4777096092964908
-0.30515777554445256,-1.001423242199647,0.7998740318522377,2.718432996698793,1.607062856362761
0.01470687480182694,-1.5111264272345466,2.960312054972683,2.5696543042076163,2.469293809918893
1.4631718308536803,-1.6825574973882347,2.686875121123866,2.6944899086723435,1.6883383955457247
-1.0632011786086997,-1.6825574973882347,1.5203422085041485,2.959598113570635,0.32806391118213085
1.3186846576228815,-1.2602874562684603,3.220907037864778,2.7620390822388754,1.2662285328719614
0.7827034261746033,-2.260531392236612,2.2507522747348165,2.38982973810674,3.6316806544280857
-0.9078740198761761,-2.537114467344698,2.6572629113698403,2.9601149034109997,0.30074419909811956
1.586591232361591,-1.4392560373221268,2.9006363826092607,2.673489676942019,1.6995547556238821
1.629948688107532,-2.260531392236612,3.480989543417209,2.942877145212786,0.340442448848535
1.3559022265492895,-1.5914706875567382,2.40825481631701,2.377758474357302,3.612453718210239
0.15591963569233588,-1.209735607494255,2.1406535804173688,2.550443935740434,2.396295571206266
1.1054900625312858,0.38488182796914916,1.4810195524798788,2.6808541792988683,1.5981032102398878
1.0396781705415368,-2.537114467344698,2.497127583742082,2.367300679801756,3.591907756602687
0.8588904493433358,-1.1186487976627582,2.7851128836970784,2.4381143019169045,3.0200950713461494
-0.11487194195253857,-1.1186487976627582,1.912746913574001,2.713987968240706,1.318748224648701
1.2021804574856976,-1.3742413613556008,3.2395001787115896,2.3299417588223847,3.8165599165175514
1.2379664036889508,-1.1626729622140413,2.462364756641397,2.444849284267792,2.932928569745971
0.24842823495393762,-0.28889957233850094,0.4781628556282094,2.614520218599542,1.8209180479530687
1.6261835630067247,-1.9120779272161068,2.936796917982488,2.712761742843909,1.2443331936297495
1.477706788762721,-1.3148876124486524,2.497127583742082,2.406473800487286,3.104071388562225
-0.2197747041642395,-0.5846990673656638,0.8684203200848538,2.459708856016453,2.723548664832168
1.6332359569608985,-1.4392560373221268,0.4781628556282094,2.614520218599542,1.7534925882161396
-0.9124362309474716,-1.9120779272161068,2.20791795130495,2.5995611820819153,1.7925653562497412
0.8243541544889161,-0.9014194714616208,2.6572629113698403,2.448978925659989,2.734013630192981
0.7914370746776523,-1.7877095023426324,2.7715620777998873,2.2870997118646375,3.904759117247135
-0.9147221990993961,-1.0383045373405668,2.1859130483786307,2.6003749060300616,1.7510593112549693
1.2162257723010237,-1.0383045373405668,2.8378349367979254,2.5311625591598967,2.1399722056749604
0.19998207208407714,-1.3148876124486524,2.0693910202146806,2.639279401824447,1.5079447173489753
1.4626502876922751,-2.064292577450718,2.8117636151841885,2.3152850029237557,3.6105458743717067
0.6833661231117099,-1.4392560373221268,2.2507522747348165,2.2828363091918713,3.8496562428331016
1.5637315154638312,-1.9120779272161068,3.386883748508457,2.874428969148601,0.3325585354804888
-0.4647093665859764,-1.1186487976627582,1.6996656824794334,2.7419403846837884,0.9314112628021219
-0.5085316509091615,-0.17300501787479838,1.6311193942468172,2.781587638390864,0.7098662352870749
1.492111553361416,-1.5914706875567382,3.3537993451416357,2.800068715749137,0.614625070996236
-0.01378012056890803,-0.4132679972119756,1.558416313075619,2.9394245949166713,0.00996474609580546
1.2379664036889508,-0.6898510723200612,2.1859130483786307,2.2671194924073794,3.8433999584869576
1.1236251693594241,-1.1626729622140413,1.1090713530107283,2.696642832386074,1.0978343857413797
-1.008932343476619,-0.7369137176002749,0.7998740318522377,2.896646419226204,0.17348931324941425
1.6266546859994306,-2.064292577450718,2.74399227596858,2.672375492290044,1.211436419704837
1.6271256710149784,-0.8710972441232924,2.530911044874013,2.416622294892336,2.718147950235682
0.8040564887132073,-2.260531392236612,3.24868975289009,2.744536076150576,0.8202985498419684
0.22156868242610098,-1.9120779272161068,2.798512280773655,2.6328742327043195,1.383470085271283
1.5063884363080775,-1.3148876124486524,2.7157737137416365,2.2679570085419023,3.7219208669761996
1.6233539229967584,-2.260531392236612,2.924864147269483,2.7125501696213115,0.9460026932690185
1.5734987992024512,-0.7369137176002749,1.8556297587292867,2.911145408368815,0.05446998881444807
0.8694855448606842,-1.3148876124486524,2.1634968151234326,2.233461982513214,3.9722439437528534
1.4267825739635855,-1.3742413613556008,2.426564081304504,2.4152561132856074,2.639244239146902
1.5548899507880818,-2.064292577450718,1.6658822213475022,2.6464517315742606,1.2415411970406685
1.3003249482718258,-1.6825574973882347,2.7157737137416365,2.6357290463292506,1.2901389062515771
-0.5738105334511433,-0.8142194971935358,2.426564081304504,2.3234546730422094,3.222164956040966
-1.5725115742816962,-0.8420657225546723,0.9332595464410396,2.6108655067506974,1.4074366429379879
1.118464544556774,-1.9120779272161068,2.4445980085426338,2.2641634406563544,3.6443930721830333
1.3675658054965878,-2.260531392236612,2.1634968151234326,2.287547414800972,3.427370755715853
-0.1758326719446129,-0.5108824912663946,1.3982809854478602,2.828429926222173,0.3180347678109477
1.6242976896459667,-2.537114467344698,3.7195818057737795,2.9653379597681506,-0.24800191274020758
-1.0556921611181382,-1.6825574973882347,2.426564081304504,2.8400127683616536,0.2287781902336963
-0.8762958712856981,-0.21702918242608144,0.6497741900852991,2.6005511239279895,1.3597630886543806
0.43278039411392405,-1.3148876124486524,1.2623734224803236,2.9799267169785066,-0.3395704661795439
0.036379047024325956,-1.0383045373405668,2.798512280773655,2.801168460646861,0.3546588750904852
0.8535666098779343,-1.5111264272345466,2.2716090362980994,2.219368895413988,3.7940885966340456
0.40784689739407237,-1.2602874562684603,2.948612122540593,2.5694304734981803,1.4850652414904795
-1.8458670696972028,-1.0772944517672753,0.9947721865806816,2.6714176670252754,0.9490024303965675
1.326651587057976,-0.8142194971935358,2.8759090413693955,2.574614410611065,1.4421662889842422
0.9133848800023768,-1.5914706875567382,2.74399227596858,2.21687663670527,3.785892848605772
1.6271256710149784,-0.8710972441232924,3.02821133290523,2.7570543367166715,0.5183622006229479
1.6261835630067247,-1.9120779272161068,2.40825481631701,2.2107946270695518,3.8031703583555574
1.5652003951434441,-2.064292577450718,3.081997637129396,2.9414133308317743,-0.25462685792404555
0.4843945433480891,-2.537114467344698,1.558416313075619,2.1957144015750285,3.8675955361672236
1.4495564332035127,-1.7877095023426324,2.6572629113698403,2.4887691314275124,1.8556795727566862
-0.9238987051629332,-1.0383045373405668,3.0391633136995293,2.7173446835981583,0.657899443068252
0.6229660612306078,-1.001423242199647,0.9947721865806816,2.9257785774048766,-0.21713680276808803
0.5629491004368639,-0.7874655663744802,3.153462480129576,2.7719957929265617,0.37057420715633477
1.3686722233758648,-2.537114467344698,1.9936247609742457,2.391416328711489,2.3332932162340425
1.1383703798763865,0.3411712179146647,0.9947721865806816,2.5423799444574757,1.4419516980190645
0.19883786831891453,0.5510656584351276,1.1623793985796662,2.5376439407579108,1.4666730864045436
0.3630025175792465,-1.1186487976627582,2.672160414277828,2.2870903825464324,3.0010029536835554
1.2216885459692985,-1.6825574973882347,2.7014114634924304,2.301426931802216,2.8822156591346726
0.1130323387932179,-1.2602874562684603,2.8117636151841885,2.8116943342938483,0.12463696235024473
0.11544520994967394,0.4434510594856869,0.8684203200848538,2.59087340896162,1.1349299156532877
1.2817532130515847,-1.4392560373221268,1.8260175489752613,2.209442419727492,3.5230489071082656
0.8882334643925062,-1.3148876124486524,2.960312054972683,2.266757616483733,3.097050661323767
1.6271256710149784,-1.3148876124486524,2.8117636151841885,2.6876554371062533,0.6559085903977283
1.5990988145315639,-1.5914706875567382,3.2020210796408337,2.7957906581966494,0.17664342231553987
1.1948034797607254,-0.8420657225546723,2.626900946316565,2.178941354492131,3.7387514106563717
1.620992080416125,-1.6825574973882347,2.6572629113698403,2.685762296146977,0.6558758378064063
1.2493232203187137,-1.209735607494255,3.1131483122157624,2.7314112731291527,0.4349790386612704
-0.09826410081665576,-1.1186487976627582,2.29210925450746,2.151186673478156,3.921762755567543
1.3129697321910974,-1.5111264272345466,3.0391633136995293,2.5979249106819053,1.040541311239583
1.320395182503976,-1.4392560373221268,3.6364016134146975,2.828317111161285,-0.008405768114573359
0.3453357605809399,-2.537114467344698,2.9718989428119476,3.002805828358806,-0.6433450545865007
1.6005357572845846,-1.5111264272345466,3.0171584107732103,2.673193943415747,0.6474283285055115
-0.1976536081393164,0.2670679690665771,0.6497741900852991,2.4631998023733646,1.7196591505926353
0.31367768463654877,-2.260531392236612,3.4111115131686796,2.671644604935927,0.6211538405043052
-0.4629810716059906,-0.3413976072995558,2.6114267501721287,2.179389185799345,3.5524618398927914
1.1929539357683685,-2.064292577450718,2.22952634784244,2.1834623386516983,3.494995697720941
-0.4768597193314892,-1.9120779272161068,2.672160414277828,2.1566047344901453,3.698147712498205
1.598619548152187,-1.0772944517672753,1.8556297587292867,2.5663055033891027,1.104322824036453
1.4176892414004085,-1.5914706875567382,3.3537993451416357,2.8333114998919684,-0.10088414991952628
-1.899823919691483,-0.8420657225546723,0.6497741900852991,2.4713823860307698,1.590574105823088
-0.15003246632526246,-0.667483894855773,1.2623734224803236,2.459638440729196,1.6433030107103361
-0.2618996505754648,-1.001423242199647,0.5670356230532805,2.468634010585738,1.5802318332228493
1.2331604880492468,-2.260531392236612,2.74399227596858,2.6470594523855246,0.6573205766172816
1.580300772042927,-2.064292577450718,2.479872126873443,2.396603069435705,1.9646717172498565
1.5661789034328943,-1.5111264272345466,3.1131483122157624,2.7096136609399157,0.35125614408114375
-0.8718349022002782,-2.260531392236612,3.1828329332933074,2.127707516592336,3.762410777928515
1.159922954338154,-1.0383045373405668,2.0446636789748163,2.1458462647109178,3.6047293119037827
0.1130323387932179,0.10357805723328745,0.6497741900852991,2.446420755796884,1.62373362867354
1.331752421260971,0.1839223175554791,2.093618784874903,2.141353757066677,3.632071279783544
1.5380554180531911,-2.260531392236612,2.7578564021972967,2.6854826706358836,0.4175837986647468
0.9446408550194372,-1.3148876124486524,2.3320874085322467,2.297853167487253,2.4871634015097586
1.5089245956794632,-1.9120779272161068,3.050016180186396,2.740137525855677,0.15815320903499924
0.11061584198377249,0.5323757825759844,0.7271709506810395,2.8333542602713147,-0.21712885195787615
1.5715500824246578,-2.260531392236612,2.462364756641397,2.411589935308525,1.7535442630884817
0.3126116068221722,-2.537114467344698,2.1406535804173688,2.2286217259123573,2.903951367252448
0.2102434361557669,-0.11187717747168342,2.5798661507741,2.203405432858278,3.0651110484372075
0.0627535114987272,-0.7369137176002749,0.4781628556282094,2.4301885075883014,1.6276317264445137
0.41986322969498086,-1.6825574973882347,2.312264914874458,2.0807326110946693,3.989843563802931
0.4843945433480891,-1.001423242199647,3.153462480129576,2.797821183137227,-0.11037826957067863
0.796180966979254,-2.064292577450718,2.3320874085322467,2.1175353116528592,3.6626386712896855
1.340218022442242,-2.537114467344698,2.2716090362980994,2.1408232341373137,3.4800027189741094
-0.6379951824820439,-0.240154712159442,1.9403167154053074,2.893243148059338,-0.48517529338235343
0.8993781959254493,-2.260531392236612,3.081997637129396,2.642680627237733,0.5045175206077301
1.5509447091305673,-0.8420657225546723,1.912746913574001,2.732738792949948,0.11738405958671075
1.552918539785343,-1.0772944517672753,2.29210925450746,2.183223819247825,3.1151123561404783
1.4678581236038408,-0.667483894855773,0.7998740318522377,2.8373388180424954,-0.30281195568558483
1.6275965181341643,-1.001423242199647,3.1731224870230625,2.8149783347456148,-0.22336475223903213
1.537059641969305,-1.6825574973882347,2.5474524597078094,2.1474180959073164,3.3536045679870043
0.40784689739407237,-1.3742413613556008,3.081997637129396,2.4282676995193753,1.5479117141938286
1.5043566251419214,-2.260531392236612,2.626900946316565,2.681790360349972,0.30017013873391923
0.7135675426191792,-1.3742413613556008,2.2716090362980994,2.1527178776859963,3.2950247460115887
-0.6710744268025286,-1.209735607494255,0.7998740318522377,2.3786171543579413,1.8104992070007533
0.5874051136970133,-1.4392560373221268,2.626900946316565,2.6464193954481887,0.44261777687560266
1.6000569190127432,-2.064292577450718,2.7851128836970784,2.3934273547549836,1.715018957423724
1.1261992848735447,-0.3146436764805002,0.5670356230532805,2.551185410694954,0.8773398846472912
1.5415357867848005,-2.064292577450718,3.192465383169125,2.3633209446290073,1.880404100471571
1.449030455006153,-0.6458269077687782,2.497127583742082,2.619618029169533,0.5514393349556379
0.9388715992388603,-2.537114467344698,2.4445980085426338,2.0951229769356816,3.693639554561568
-0.03217451762647534,0.1515874588011848,1.354667685984051,2.808678876964601,-0.2280661353611639
0.509121604369599,-1.9120779272161068,2.312264914874458,2.187281109495051,2.9746810520990623
1.1210469270050363,-2.537114467344698,3.2020210796408337,2.863341164279261,-0.4508996957760051
0.6361012689451316,-1.3148876124486524,2.9006363826092607,2.767387440355576,-0.1075257788591216
1.4123161046809836,-2.064292577450718,2.2716090362980994,2.599174426554136,0.5982722286072455
-0.07774261872721763,-1.7877095023426324,2.40825481631701,3.183798579421335,-1.4219731039106545
1.612935770209988,0.22676118589927882,2.093618784874903,2.122789048012772,3.394600099764869
1.0518460343208722,-2.260531392236612,2.29210925450746,2.0712684189740407,3.785132828823617
1.563241590608832,-1.7877095023426324,3.3023957521915968,2.6061734428343866,0.5542242168102075
-0.05345758523517612,-1.9120779272161068,2.479872126873443,2.6284182909168075,0.4490994780187386
0.9496720315335504,-1.9120779272161068,2.530911044874013,2.8158057816380793,-0.3066931970916239
1.2540811478250868,-1.0772944517672753,3.1131483122157624,2.5002239033634983,1.0503487543051144
1.1255561421638747,-2.537114467344698,3.050016180186396,2.7736331531469225,-0.15405375839968843
0.829775420527595,-1.2602874562684603,2.994742177518012,2.6042376526148563,0.5485593508386187
0.6456660235877228,-0.9014194714616208,2.1634968151234326,2.059608328659355,3.8399145908341623
1.528069801840581,-2.064292577450718,3.006002669284836,2.742227830932369,-0.038543610895859566
1.557842543399779,0.5285755621857924,0.3821729541856571,2.350400951032978,1.8525737618958793
0.23169365810039716,-1.209735607494255,2.312264914874458,2.163115840688436,3.0336266544965333
1.0019177131290673,-1.001423242199647,2.312264914874458,2.605452183729064,0.5178091446379648
1.4171527348652952,-0.7617214622324809,2.7157737137416365,2.1820511196584063,2.8757860967510425
-0.9377623972637296,0.9205766721463244,0.27782599061614865,2.4357200320161154,1.3183736195824758
0.7977591597693992,-2.537114467344698,3.1131483122157624,2.541329473955348,0.7796261208671634
1.5568589480638617,-2.260531392236612,2.8759090413693955,2.560187964180905,0.6875037077313639
-0.4220496152583853,-1.6825574973882347,2.6572629113698403,2.6434788225974897,0.3091340407518109
1.3785958783940762,-1.5914706875567382,2.6114267501721287,2.090927138648904,3.4866536849913685
1.095034579467582,-2.537114467344698,2.936796917982488,2.1534558562611275,3.0247619542090436
1.629008232920441,-2.537114467344698,3.0171584107732103,2.731049449504801,-0.05781659061165216
1.4080046320607789,0.8600518709418544,1.309408218022789,2.325672634555272,1.9046146789681184
0.8679762267545001,-1.209735607494255,3.0924713592684676,2.6463417843952044,0.2857545161077592
0.2857273578020874,-1.4392560373221268,2.2716090362980994,2.06808939447451,3.6319855685391262
1.2125735868007834,-0.8710972441232924,2.6114267501721287,2.412961230167426,1.3980234230504467
-1.3659687878000233,0.1314242825944245,0.3821729541856571,2.344857769170191,1.771472709014642
1.370882778121305,-0.667483894855773,1.9403167154053074,2.1789621883905217,2.799313337793582
-0.14577238880338533,-0.8710972441232924,1.0532829889524777,2.628075699852417,0.33946135986303183
1.1126389777449315,-0.6248363963535353,2.1859130483786307,2.0787616920327676,3.5163249381972386
1.4849252992913182,-1.9120779272161068,2.2507522747348165,2.0551865081912526,3.6797127557304274
-0.48910257157419,-2.260531392236612,2.729965992541039,2.5718549154700288,0.5730435148805956
0.9258145993062342,-1.6825574973882347,3.060771710237019,2.581085413740784,0.5292450204368792
-0.289574530316324,-1.001423242199647,3.0391633136995293,2.466087802407147,1.0774710716131999
1.3928227954143377,-1.7877095023426324,2.3320874085322467,2.2191589493044326,2.445768279487309
0.12984690312893274,-2.064292577450718,2.351587570898728,2.7082119378206357,-0.04625278983648834
0.800123548811953,-1.4392560373221268,1.9403167154053074,2.171674641934694,2.7503264218588876
1.2325587375000016,-1.7877095023426324,3.4111115131686796,2.6847614903296417,0.014834126493418427
0.0223892699405711,-1.9120779272161068,1.9403167154053074,2.347589421418125,1.6137788960397217
0.2350545335641565,0.01249124740179067,2.2507522747348165,2.3697133795523353,1.4792651362287688
1.4500822394282702,-2.064292577450718,2.863351507129841,2.323931014787659,1.7225689583390063
1.490061612581494,-1.209735607494255,2.729965992541039,2.563466191962239,0.4846032870115819
-1.1167695646220135,-1.4392560373221268,0.7998740318522377,2.3049235935227848,1.779033136603017
1.4128542269293023,-1.0383045373405668,3.2302396418677772,2.505307962093716,0.7297661746857589
1.2576403783242462,-2.260531392236612,3.192465383169125,2.5012743220115214,0.7467488463852069
-0.11070387484845715,-1.9120779272161068,3.060771710237019,2.500118799591598,0.7422722219875808
0.5306830474047717,-2.537114467344698,2.626900946316565,2.5312716612539194,0.5965477442609403
1.3758454444688235,-0.8710972441232924,1.912746913574001,1.9936745739843096,3.8537981942187782
0.4188652908952915,-2.537114467344698,3.192465383169125,2.7022733997868063,-0.14292512693570325
-0.3788521457855669,-1.6825574973882347,0.9947721865806816,2.2032326906171362,2.3437007351031585
0.08870239934226039,-0.3982753542293124,2.1859130483786307,2.5297358418681886,0.5761971600595588
-0.2926791226397725,-2.537114467344698,2.351587570898728,2.0583015458460467,3.321053864673757
0.3784312735045438,-2.537114467344698,0.8684203200848538,2.289503715599318,1.805973415957887
-0.43557800901456456,-1.9120779272161068,2.0693910202146806,2.4090310848904792,1.1496762466743653
1.2653251267143448,-0.8710972441232924,1.354667685984051,2.180055346950864,2.4643725550695774
1.3879123234339437,-0.6458269077687782,1.9403167154053074,2.012246504475076,3.6355821666243404
0.5034490118069029,-0.19466200496179298,2.7715620777998873,2.3763455431299643,1.2984532475724737
0.2045507635775371,-2.537114467344698,3.0924713592684676,2.453036112440438,0.9078956466101373
0.3062002561745439,-0.9331525323861691,2.20791795130495,1.964492152561026,3.998766902664246
0.38149934119013357,-0.9331525323861691,2.479872126873443,2.7200122084131575,-0.2425585367068362
1.0444210634963575,-1.6825574973882347,3.0714316343114216,2.5306823656990307,0.5333347845167187
0.7642874412809796,-1.209735607494255,2.5637688142872,2.7230314427523314,-0.26142789143853246
1.1158780086970743,-0.5108824912663946,2.093618784874903,2.0271346489812316,3.4882969351437834
-1.204728328400747,-2.260531392236612,1.8556297587292867,2.4725722478527317,0.7925368342021794
1.5734987992024512,-1.7877095023426324,2.7014114634924304,2.53544478405569,0.49599710011169373
0.6842127555735357,-2.537114467344698,3.4504341691929494,2.4922794228929166,0.6826396242778685
1.449030455006153,-1.209735607494255,2.29210925450746,2.604514428126954,0.18401823570431475
0.812675248229196,-2.260531392236612,2.1634968151234326,2.2156331454772435,2.150877194980054
-0.004661223500350455,-1.5111264272345466,1.9403167154053074,2.004050920336485,3.5954282556170223
0.6646265450040845,-1.9120779272161068,2.994742177518012,2.5582086785882483,0.362946181499045
1.4203690925856007,-1.9120779272161068,2.9006363826092607,2.3875839806274017,1.1693165333246205
0.18388865933978704,0.21479354918563465,0.8684203200848538,2.432105560871993,0.9407919296777031
0.29868789799004725,-0.21702918242608144,1.595318718909925,1.9831745457893182,3.7465523097983895
0.19425289493781436,-1.7877095023426324,1.7645049088356193,2.411368048777236,1.0393443259320017
1.3769461825844154,-1.7877095023426324,2.7578564021972967,2.6966858426884435,-0.21005954602418767
-0.8214039103061676,-1.209735607494255,2.370775717246254,2.5680794102358195,0.30489115075589024
-0.05211910964888573,-1.3148876124486524,2.462364756641397,2.473166637835038,0.728281503820609
1.326651587057976,-1.5111264272345466,2.729965992541039,2.4941998312570415,0.6259154156828535
0.6859046845292754,-1.5111264272345466,3.1233546169020396,2.516727300274948,0.5108942753712948
0.5574635522275109,-2.260531392236612,3.1731224870230625,2.4899305103122487,0.6256321208712229
1.358130392231808,-0.8142194971935358,2.7715620777998873,2.503169729493226,0.5637764086613223
0.6816715198736703,-2.260531392236612,2.5637688142872,1.9614020437319848,3.84686185129169
1.4849252992913182,-1.5111264272345466,2.9006363826092607,2.366113618367178,1.2288109951464603
0.30191177810230474,-1.7877095023426324,2.85066108646297,2.63976787436079,-0.019003901455384876
0.30191177810230474,-1.5111264272345466,2.7157737137416365,2.529692134090353,0.43234751466636295
0.06648622882040549,-1.3148876124486524,2.994742177518012,2.608360936225251,0.08634958764780583
0.9816448207115006,-0.25201827719758113,1.3982809854478602,2.7252897841149366,-0.36199461521141746
1.4310440625760592,-0.6458269077687782,1.2623734224803236,2.3401672619235008,1.3297429815138684
1.3736417054133274,-2.260531392236612,3.3111174892680224,2.436673635798837,0.8271230851747012
-1.2351504936705993,-0.8710972441232924,2.2716090362980994,2.1363837604229268,2.5133550209239295
0.38558101425458113,-1.5914706875567382,2.1173667601460138,2.125124820066084,2.586142045338404
-0.2849288506558783,-1.5111264272345466,1.9936247609742457,2.5673996749742813,0.2342423980371081
-0.5228107975422885,-2.537114467344698,3.0391633136995293,2.4333440131867645,0.8384998207543711
0.3753573413980194,-1.001423242199647,2.01941572406839,2.0294304025961476,3.2480453988673954
